id,match_date,team_1,team_2,t1_points,t2_points,t1_world_rank,t2_world_rank,winner
1899,2017-01-25,MOUSESPORTS,LIQUID,4,16,12,17,t2
1900,2017-01-25,ENVY,FNATIC,11,16,8,20,t2
1901,2017-01-25,NORTH,G2,16,9,6,11,t1
1902,2017-01-24,FLIPSID3,OPTIC,13,16,19,2,t2
1903,2017-01-24,LIQUID,FAZE,18,22,17,7,t2
1904,2017-01-24,SK,NATUS VINCERE,3,16,3,9,t2
1905,2017-01-24,ASTRALIS,G2,16,5,1,11,t1
1906,2017-01-24,GAMBIT,VIRTUS.PRO,10,16,16,4,t2
1907,2017-01-24,NORTH,HELLRAISERS,19,15,6,18,t1
1908,2017-01-24,GODSENT,ENVY,3,16,14,8,t2
1909,2017-01-24,FNATIC,MOUSESPORTS,16,11,20,12,t1
1910,2017-01-23,VIRTUS.PRO,G2,16,14,4,11,t1
1911,2017-01-23,GODSENT,GAMBIT,9,16,14,16,t2
1912,2017-01-23,OPTIC,ASTRALIS,12,16,2,1,t2
1913,2017-01-23,NORTH,FNATIC,13,16,6,20,t2
1914,2017-01-23,FLIPSID3,LIQUID,14,16,18,17,t2
1915,2017-01-23,FAZE,SK,17,19,7,3,t2
1916,2017-01-23,NATUS VINCERE,ENVY,16,6,11,8,t1
1917,2017-01-23,MOUSESPORTS,HELLRAISERS,16,7,12,19,t1
1918,2017-01-22,FLIPSID3,FAZE,9,16,18,7,t2
1919,2017-01-22,ASTRALIS,GODSENT,6,16,1,16,t2
1920,2017-01-22,LIQUID,ENVY,21,25,17,8,t2
1921,2017-01-22,NATUS VINCERE,MOUSESPORTS,16,3,11,12,t1
1922,2017-01-22,VIRTUS.PRO,OPTIC,16,13,5,2,t1
1923,2017-01-22,SK,HELLRAISERS,16,7,3,19,t1
1924,2017-01-22,FNATIC,G2,10,16,20,10,t2
1925,2017-01-22,GAMBIT,NORTH,16,8,14,6,t1
1926,2017-01-16,LIQUID,RENEGADES,1,2,15,20,t2
1927,2017-01-13,VIRTUS.PRO,ENVY,1,1,6,11,draw
1928,2017-01-09,HELLRAISERS,MOUSESPORTS,0,2,17,12,t2
1929,2017-01-09,FNATIC,G2,2,0,19,10,t1
1930,2018-12-15,ASTRALIS,NATUS VINCERE,2,1,1,3,t1
1931,2018-12-15,MIBR,NATUS VINCERE,16,2,4,3,t1
1932,2018-12-15,ASTRALIS,MIBR,16,7,1,4,t1
1933,2018-12-15,ASTRALIS,NIP,16,11,1,7,t1
1934,2018-12-15,FAZE,MIBR,15,15,5,4,draw
1935,2018-12-14,ASTRALIS,NATUS VINCERE,16,9,1,3,t1
1936,2018-12-14,MIBR,NIP,16,6,4,7,t1
1937,2018-12-14,NATUS VINCERE,NIP,16,12,3,7,t1
1938,2018-12-14,ASTRALIS,FAZE,16,4,1,5,t1
1939,2018-12-13,HEROIC,ENCE,0,2,19,14,t2
1940,2018-12-13,LDLC,ENCE,1,2,16,14,t2
1941,2018-12-12,OPTIC,HEROIC,2,1,15,19,t1
1942,2018-12-09,ASTRALIS,LIQUID,3,1,1,3,t1
1943,2018-12-08,MIBR,LIQUID,0,2,5,3,t2
1944,2018-12-08,ASTRALIS,MOUSESPORTS,2,0,1,8,t1
1945,2018-12-07,LIQUID,NATUS VINCERE,2,0,3,2,t1
1946,2018-12-07,RENEGADES,MOUSESPORTS,1,2,19,8,t2
1947,2018-12-06,MIBR,MOUSESPORTS,2,0,5,8,t1
1948,2018-12-06,ASTRALIS,LIQUID,2,0,1,3,t1
1949,2018-12-05,MOUSESPORTS,NATUS VINCERE,2,0,8,2,t1
1950,2018-12-05,MIBR,NRG,2,1,5,6,t1
1951,2018-12-05,RENEGADES,BIG,2,1,19,9,t1
1952,2018-12-04,LIQUID,BIG,2,0,3,9,t1
1953,2018-12-04,HELLRAISERS,ASTRALIS,1,2,13,1,t2
1954,2018-12-04,NRG,NORTH,16,13,6,10,t1
1955,2018-12-04,RENEGADES,HELLRAISERS,5,16,19,13,t2
1956,2018-12-02,NRG,LIQUID,0,2,8,3,t2
1957,2018-12-02,HELLRAISERS,BIG,1,2,15,10,t2
1958,2018-12-02,HEROIC,ENCE,0,2,17,14,t2
1959,2018-12-01,LIQUID,BIG,2,0,3,10,t1
1960,2018-12-01,HELLRAISERS,NRG,0,2,15,8,t2
1961,2018-12-01,OPTIC,ENCE,1,2,13,14,t2
1962,2018-11-30,COMPLEXITY,HEROIC,10,16,16,17,t2
1963,2018-11-30,LDLC,HEROIC,6,16,12,17,t2
1964,2018-11-29,NRG,LIQUID,1,2,8,3,t2
1965,2018-11-25,ASTRALIS,MIBR,2,0,1,6,t1
1966,2018-11-24,MIBR,NORTH,2,1,6,10,t1
1967,2018-11-24,NIP,ASTRALIS,1,2,7,1,t2
1968,2018-11-24,NORTH,NRG,2,1,10,8,t1
1969,2018-11-23,ASTRALIS,MOUSESPORTS,2,0,1,5,t1
1970,2018-11-23,NRG,LIQUID,2,0,8,3,t1
1971,2018-11-23,NIP,NORTH,2,0,7,10,t1
1972,2018-11-22,ASTRALIS,MIBR,1,2,1,6,t2
1973,2018-11-22,LIQUID,NORTH,12,16,3,10,t2
1974,2018-11-22,NRG,NIP,6,16,8,7,t2
1975,2018-11-22,MOUSESPORTS,MIBR,7,16,5,6,t2
1976,2018-11-15,MIBR,COMPLEXITY,16,12,6,16,t1
1977,2018-11-14,COMPLEXITY,MIBR,5,16,16,6,t2
1978,2018-11-14,NIP,MOUSESPORTS,16,14,7,5,t1
1979,2018-11-14,HELLRAISERS,G2,16,5,15,20,t1
1980,2018-11-14,FAZE,HEROIC,6,16,4,19,t2
1981,2018-11-14,G2,HELLRAISERS,18,22,20,15,t2
1982,2018-11-14,MOUSESPORTS,NIP,16,14,5,7,t1
1983,2018-11-14,HEROIC,FAZE,16,3,19,4,t1
1984,2018-11-14,LDLC,G2,9,16,12,20,t2
1985,2018-11-14,FAZE,MOUSESPORTS,12,16,4,5,t2
1986,2018-11-14,MOUSESPORTS,FAZE,16,4,5,4,t1
1987,2018-11-14,G2,LDLC,10,16,20,12,t2
1988,2018-11-14,NIP,FNATIC,14,16,7,11,t2
1989,2018-11-14,OPTIC,LDLC,16,10,13,12,t1
1990,2018-11-14,FNATIC,NIP,13,16,11,7,t2
1991,2018-11-14,LDLC,OPTIC,16,10,12,13,t1
1992,2018-11-13,LDLC,NIP,7,16,12,7,t2
1993,2018-11-13,NIP,LDLC,16,10,7,12,t1
1994,2018-11-13,HEROIC,HELLRAISERS,14,16,19,15,t2
1995,2018-11-13,HELLRAISERS,HEROIC,14,16,15,19,t2
1996,2018-11-11,ASTRALIS,LIQUID,3,0,1,3,t1
1997,2018-11-11,FAZE,LIQUID,1,2,4,3,t2
1998,2018-11-09,ASTRALIS,MOUSESPORTS,2,0,1,7,t1
1999,2018-11-08,RENEGADES,COMPLEXITY,16,14,20,14,t1
2000,2018-11-08,COMPLEXITY,RENEGADES,8,16,14,20,t2
2001,2018-11-08,ASTRALIS,FAZE,0,2,1,4,t2
2002,2018-11-08,G2,NIP,11,16,17,6,t2
2003,2018-11-08,NIP,G2,13,16,6,17,t2
2004,2018-11-08,BIG,MOUSESPORTS,0,2,10,7,t2
2005,2018-11-08,MIBR,COMPLEXITY,16,11,5,14,t1
2006,2018-11-08,LIQUID,MOUSESPORTS,2,1,3,7,t1
2007,2018-11-08,COMPLEXITY,MIBR,13,16,14,5,t2
2008,2018-11-07,MIBR,NRG,1,2,5,8,t2
2009,2018-11-07,NATUS VINCERE,BIG,0,2,2,10,t2
2010,2018-11-07,FAZE,MIBR,2,1,4,5,t1
2011,2018-11-06,ASTRALIS,NORTH,2,0,1,9,t1
2012,2018-11-06,MOUSESPORTS,AVANGAR,16,5,7,15,t1
2013,2018-11-06,MIBR,RENEGADES,16,12,5,20,t1
2014,2018-11-06,NRG,NORTH,10,16,8,9,t2
2015,2018-11-04,NRG,OPTIC,3,1,7,16,t1
2016,2018-11-04,BIG,OPTIC,0,2,9,16,t2
2017,2018-11-04,OPTIC,COMPLEXITY,2,0,16,13,t1
2018,2018-11-03,NRG,BIG,2,1,7,9,t1
2019,2018-11-03,HEROIC,COMPLEXITY,1,2,20,13,t2
2020,2018-11-03,NIP,NATUS VINCERE,0,2,8,2,t2
2021,2018-11-03,NATUS VINCERE,NIP,16,10,2,8,t1
2022,2018-11-03,FAZE,MIBR,16,7,4,5,t1
2023,2018-11-03,NATUS VINCERE,MIBR,16,14,2,5,t1
2024,2018-11-03,FAZE,ASTRALIS,7,16,4,1,t2
2025,2018-11-03,NATUS VINCERE,ASTRALIS,16,9,2,1,t1
2026,2018-11-03,NIP,MIBR,16,4,8,5,t1
2027,2018-11-03,COMPLEXITY,G2,2,1,13,17,t1
2028,2018-11-02,OPTIC,BIG,1,2,16,9,t2
2029,2018-11-02,ASTRALIS,NIP,14,16,1,8,t2
2030,2018-11-02,FAZE,NATUS VINCERE,16,8,4,2,t1
2031,2018-11-02,MIBR,ASTRALIS,14,16,5,1,t2
2032,2018-11-02,FAZE,NIP,15,15,4,8,draw
2033,2018-11-02,NRG,HEROIC,2,0,7,20,t1
2034,2018-11-02,BIG,G2,2,0,9,17,t1
2035,2018-11-01,KINGUIN,HEROIC,0,2,19,20,t2
2036,2018-11-01,COMPLEXITY,OPTIC,1,2,13,16,t2
2037,2018-11-01,FAZE,NORTH,16,5,4,10,t1
2038,2018-11-01,NORTH,FAZE,8,16,10,4,t2
2039,2018-10-31,ASTRALIS,NORTH,16,13,1,10,t1
2040,2018-10-31,FAZE,NIP,4,16,4,8,t2
2041,2018-10-31,NORTH,ASTRALIS,19,17,10,1,t1
2042,2018-10-31,NIP,FAZE,11,16,8,4,t2
2043,2018-10-31,FAZE,NIP,11,16,4,8,t2
2044,2018-10-31,NIP,FAZE,16,11,8,4,t1
2045,2018-10-31,HELLRAISERS,NATUS VINCERE,8,16,11,2,t2
2046,2018-10-31,NATUS VINCERE,HELLRAISERS,14,16,2,11,t2
2047,2018-10-30,MOUSESPORTS,NORTH,7,16,6,10,t2
2048,2018-10-30,NORTH,MOUSESPORTS,6,16,10,6,t2
2049,2018-10-30,NIP,HELLRAISERS,11,16,8,11,t2
2050,2018-10-30,HELLRAISERS,NIP,7,16,11,8,t2
2051,2018-10-30,MOUSESPORTS,NORTH,16,6,6,10,t1
2052,2018-10-30,NORTH,MOUSESPORTS,16,12,10,6,t1
2053,2018-10-28,NATUS VINCERE,FAZE,0,2,2,6,t2
2054,2018-10-28,LIQUID,FAZE,0,2,3,6,t2
2055,2018-10-27,NIP,FAZE,0,2,8,6,t2
2056,2018-10-25,FAZE,NATUS VINCERE,0,2,6,2,t2
2057,2018-10-23,ENCE,HELLRAISERS,1,2,12,11,t2
2058,2018-10-23,ASTRALIS,MOUSESPORTS,16,10,1,5,t1
2059,2018-10-23,MOUSESPORTS,ASTRALIS,5,16,5,1,t2
2060,2018-10-23,NATUS VINCERE,HELLRAISERS,2,1,2,11,t1
2061,2018-10-23,FAZE,ENCE,2,1,6,12,t1
2062,2018-10-22,OPTIC,ASTRALIS,9,16,17,1,t2
2063,2018-10-22,ASTRALIS,OPTIC,16,6,1,17,t1
2064,2018-10-22,G2,FAZE,9,16,16,6,t2
2065,2018-10-22,FAZE,G2,13,16,6,20,t2
2066,2018-10-21,COMPLEXITY,NRG,16,5,14,9,t1
2067,2018-10-21,NRG,COMPLEXITY,12,16,9,14,t2
2068,2018-10-21,MOUSESPORTS,HEROIC,16,3,5,18,t1
2069,2018-10-21,G2,BIG,16,11,20,10,t1
2070,2018-10-21,HEROIC,MOUSESPORTS,13,16,18,5,t2
2071,2018-10-21,BIG,G2,16,6,10,20,t1
2072,2018-10-21,FAZE,MOUSESPORTS,13,16,6,5,t2
2073,2018-10-21,OPTIC,NORTH,12,16,16,7,t2
2074,2018-10-21,MOUSESPORTS,FAZE,13,16,5,6,t2
2075,2018-10-21,NORTH,OPTIC,16,12,7,16,t1
2076,2018-10-21,HEROIC,NATUS VINCERE,6,16,18,3,t2
2077,2018-10-21,NATUS VINCERE,HEROIC,16,9,3,18,t1
2078,2018-10-21,MIBR,NRG,16,13,4,9,t1
2079,2018-10-21,NRG,MIBR,14,16,9,4,t2
2080,2018-10-20,HEROIC,BIG,10,16,18,10,t2
2081,2018-10-20,BIG,HEROIC,11,16,10,18,t2
2082,2018-10-20,G2,ASTRALIS,2,16,20,1,t2
2083,2018-10-20,ASTRALIS,G2,16,3,1,20,t1
2084,2018-10-20,NORTH,FAZE,16,14,7,6,t1
2085,2018-10-20,NATUS VINCERE,ASTRALIS,19,16,3,1,t1
2086,2018-10-20,FAZE,NORTH,16,10,6,7,t1
2087,2018-10-20,ASTRALIS,NATUS VINCERE,16,4,1,3,t1
2088,2018-10-20,NATUS VINCERE,G2,16,9,3,20,t1
2089,2018-10-20,G2,NATUS VINCERE,16,11,20,3,t1
2090,2018-10-19,LIQUID,COMPLEXITY,16,10,2,14,t1
2091,2018-10-19,COMPLEXITY,LIQUID,16,2,14,2,t1
2092,2018-10-19,MIBR,NRG,16,12,4,9,t1
2093,2018-10-19,NRG,MIBR,12,16,9,4,t2
2094,2018-10-19,FAZE,HELLRAISERS,9,16,6,12,t2
2095,2018-10-19,ASTRALIS,HEROIC,16,9,1,18,t1
2096,2018-10-19,HELLRAISERS,FAZE,19,17,12,6,t1
2097,2018-10-19,MOUSESPORTS,NIP,7,16,5,8,t2
2098,2018-10-19,HEROIC,ASTRALIS,5,16,18,1,t2
2099,2018-10-19,NIP,MOUSESPORTS,7,16,8,5,t2
2100,2018-10-19,NORTH,G2,13,16,7,20,t2
2101,2018-10-19,FAZE,ASTRALIS,14,16,6,1,t2
2102,2018-10-19,G2,NORTH,8,16,20,7,t2
2103,2018-10-19,ASTRALIS,FAZE,16,12,1,6,t1
2104,2018-10-19,MOUSESPORTS,BIG,9,16,5,10,t2
2105,2018-10-19,ENCE,OPTIC,1,2,11,16,t2
2106,2018-10-19,BIG,MOUSESPORTS,19,16,10,5,t1
2107,2018-10-18,NIP,NORTH,9,16,8,7,t2
2108,2018-10-18,NORTH,NIP,9,16,7,8,t2
2109,2018-10-18,OPTIC,MOUSESPORTS,16,12,16,5,t1
2110,2018-10-18,NORTH,NATUS VINCERE,19,17,7,3,t1
2111,2018-10-18,MOUSESPORTS,OPTIC,16,12,5,16,t1
2112,2018-10-18,NATUS VINCERE,NORTH,16,14,3,7,t1
2113,2018-10-18,NATUS VINCERE,FAZE,16,14,3,6,t1
2114,2018-10-18,NIP,BIG,5,16,8,10,t2
2115,2018-10-18,FAZE,NATUS VINCERE,14,16,6,3,t2
2116,2018-10-18,BIG,NIP,13,16,10,8,t2
2117,2018-10-17,FAZE,BIG,16,11,6,10,t1
2118,2018-10-17,MOUSESPORTS,NATUS VINCERE,8,16,5,3,t2
2119,2018-10-17,NIP,OPTIC,16,11,8,16,t1
2120,2018-10-17,NATUS VINCERE,MOUSESPORTS,11,16,3,5,t2
2121,2018-10-17,BIG,FAZE,16,9,10,6,t1
2122,2018-10-17,OPTIC,NIP,17,19,16,8,t2
2123,2018-10-17,ASTRALIS,HELLRAISERS,16,10,1,12,t1
2124,2018-10-17,HELLRAISERS,ASTRALIS,7,16,12,1,t2
2125,2018-10-17,G2,NIP,16,5,20,8,t1
2126,2018-10-17,NIP,G2,2,16,8,20,t2
2127,2018-10-16,LIQUID,NRG,15,19,2,9,t2
2128,2018-10-16,NATUS VINCERE,NIP,16,11,3,8,t1
2129,2018-10-16,ASTRALIS,G2,16,2,1,20,t1
2130,2018-10-16,NIP,NATUS VINCERE,13,16,8,3,t2
2131,2018-10-16,G2,ASTRALIS,11,16,20,1,t2
2132,2018-10-16,NIP,ASTRALIS,16,7,8,1,t1
2133,2018-10-12,NRG,NORTH,2,0,10,8,t1
2134,2018-10-12,ENCE,BIG,2,1,18,7,t1
2135,2018-10-11,NORTH,NIP,16,8,8,9,t1
2136,2018-10-11,NIP,NORTH,7,16,9,8,t2
2137,2018-10-10,BIG,MOUSESPORTS,19,17,7,4,t1
2138,2018-10-10,TYLOO,BIG,10,16,14,7,t2
2139,2018-10-09,G2,MOUSESPORTS,14,16,13,4,t2
2140,2018-10-09,MOUSESPORTS,G2,16,4,4,13,t1
2141,2018-10-09,NORTH,GAMBIT,16,13,8,15,t1
2142,2018-10-09,MOUSESPORTS,ENCE,12,16,4,18,t2
2143,2018-10-09,BIG,COMPLEXITY,16,8,7,12,t1
2144,2018-10-08,NORTH,NRG,12,16,8,10,t2
2145,2018-10-08,HELLRAISERS,TYLOO,11,16,11,14,t2
2146,2018-10-07,GAMBIT,COMPLEXITY,16,14,15,12,t1
2147,2018-10-07,G2,NORTH,8,16,13,9,t2
2148,2018-10-07,NORTH,G2,16,4,9,13,t1
2149,2018-10-07,VEGA SQUADRON,NRG,17,19,19,10,t2
2150,2018-10-07,ENCE,TYLOO,16,6,20,14,t1
2151,2018-10-06,LIQUID,MIBR,16,14,3,5,t1
2152,2018-10-06,MIBR,LIQUID,16,10,5,3,t1
2153,2018-10-06,NORTH,ASTRALIS,4,16,9,1,t2
2154,2018-10-06,ASTRALIS,NORTH,16,3,1,9,t1
2155,2018-10-05,G2,HEROIC,16,6,13,16,t1
2156,2018-10-05,ASTRALIS,MOUSESPORTS,16,11,1,4,t1
2157,2018-10-05,HEROIC,G2,12,16,16,13,t2
2158,2018-10-05,MOUSESPORTS,ASTRALIS,13,16,4,1,t2
2159,2018-10-04,G2,FAZE,14,16,13,6,t2
2160,2018-10-04,FAZE,G2,9,16,6,13,t2
2161,2018-10-04,FAZE,ASTRALIS,4,16,6,1,t2
2162,2018-10-04,G2,MOUSESPORTS,8,16,13,4,t2
2163,2018-10-04,ASTRALIS,FAZE,16,7,1,6,t1
2164,2018-10-04,MOUSESPORTS,G2,16,5,4,13,t1
2165,2018-10-03,COMPLEXITY,NRG,16,12,12,10,t1
2166,2018-10-03,NRG,COMPLEXITY,16,13,10,12,t1
2167,2018-10-03,ASTRALIS,BIG,13,16,1,7,t2
2168,2018-10-03,BIG,ASTRALIS,9,16,7,1,t2
2169,2018-10-03,HELLRAISERS,NORTH,16,14,11,9,t1
2170,2018-10-03,HEROIC,FNATIC,10,16,16,18,t2
2171,2018-10-03,NIP,ASTRALIS,13,16,8,1,t2
2172,2018-10-03,NORTH,HELLRAISERS,19,15,9,11,t1
2173,2018-10-03,FNATIC,HEROIC,13,16,18,16,t2
2174,2018-10-03,ASTRALIS,NIP,16,8,1,8,t1
2175,2018-10-03,MOUSESPORTS,HELLRAISERS,16,4,4,11,t1
2176,2018-10-03,HELLRAISERS,MOUSESPORTS,9,16,11,4,t2
2177,2018-10-02,NORTH,BIG,13,16,9,7,t2
2178,2018-10-02,NIP,HEROIC,11,16,8,16,t2
2179,2018-10-02,BIG,NORTH,20,22,7,9,t2
2180,2018-10-02,HEROIC,NIP,16,13,16,8,t1
2181,2018-10-02,HEROIC,NORTH,10,16,16,9,t2
2182,2018-10-02,NORTH,HEROIC,16,6,9,16,t1
2183,2018-10-02,HELLRAISERS,BIG,2,16,11,7,t2
2184,2018-10-02,BIG,HELLRAISERS,10,16,7,11,t2
2185,2018-09-30,MOUSESPORTS,LIQUID,3,2,7,3,t1
2186,2018-09-30,HEROIC,KINGUIN,2,1,19,16,t1
2187,2018-09-29,LIQUID,GAMBIT,2,0,3,20,t1
2188,2018-09-29,ASTRALIS,MIBR,2,1,1,4,t1
2189,2018-09-29,MOUSESPORTS,NRG,2,0,7,13,t1
2190,2018-09-29,ASTRALIS,MIBR,16,7,1,4,t1
2191,2018-09-29,NIP,ASTRALIS,11,16,9,1,t2
2192,2018-09-28,NRG,G2,2,0,13,15,t1
2193,2018-09-28,NIP,MIBR,15,15,9,4,draw
2194,2018-09-28,NATUS VINCERE,GAMBIT,0,2,2,20,t2
2195,2018-09-28,KINGUIN,HEROIC,6,16,16,19,t2
2196,2018-09-27,G2,LIQUID,0,2,15,3,t2
2197,2018-09-27,GAMBIT,MOUSESPORTS,1,2,20,7,t2
2198,2018-09-27,FAZE,NRG,0,2,5,13,t2
2199,2018-09-26,NATUS VINCERE,FNATIC,2,0,2,14,t1
2200,2018-09-26,NRG,LIQUID,1,2,13,3,t2
2201,2018-09-26,FAZE,G2,1,2,5,15,t2
2202,2018-09-26,FNATIC,MOUSESPORTS,1,2,14,7,t2
2203,2018-09-26,NATUS VINCERE,GAMBIT,1,2,2,20,t2
2204,2018-09-23,NATUS VINCERE,ASTRALIS,0,2,2,1,t2
2205,2018-09-22,LIQUID,ASTRALIS,0,2,3,1,t2
2206,2018-09-22,MIBR,NATUS VINCERE,0,2,7,2,t2
2207,2018-09-21,ASTRALIS,FAZE,2,0,1,4,t1
2208,2018-09-21,LIQUID,HELLRAISERS,2,1,3,13,t1
2209,2018-09-20,COMPLEXITY,MIBR,0,2,18,7,t2
2210,2018-09-20,BIG,NATUS VINCERE,0,2,8,2,t2
2211,2018-09-16,NIP,MIBR,1,2,8,7,t2
2212,2018-09-16,G2,FAZE,0,2,20,5,t2
2213,2018-09-16,FNATIC,HELLRAISERS,1,2,11,14,t2
2214,2018-09-15,ASTRALIS,MIBR,16,0,1,7,t1
2215,2018-09-15,NATUS VINCERE,FNATIC,16,9,2,11,t1
2216,2018-09-15,TYLOO,FAZE,4,16,12,5,t2
2217,2018-09-15,VEGA SQUADRON,NIP,11,16,16,8,t2
2218,2018-09-15,BIG,HELLRAISERS,16,9,9,14,t1
2219,2018-09-14,FAZE,MOUSESPORTS,16,8,5,4,t1
2220,2018-09-14,ASTRALIS,LIQUID,15,19,1,3,t2
2221,2018-09-14,G2,MIBR,4,16,20,7,t2
2222,2018-09-14,NATUS VINCERE,NIP,16,6,2,8,t1
2223,2018-09-14,TYLOO,HELLRAISERS,10,16,12,14,t2
2224,2018-09-14,VEGA SQUADRON,FNATIC,14,16,16,11,t2
2225,2018-09-13,MOUSESPORTS,MIBR,6,16,4,7,t2
2226,2018-09-13,NATUS VINCERE,FAZE,16,12,2,5,t1
2227,2018-09-13,NIP,LIQUID,10,16,8,3,t2
2228,2018-09-13,VEGA SQUADRON,ASTRALIS,4,16,16,1,t2
2229,2018-09-13,BIG,TYLOO,16,7,9,12,t1
2230,2018-09-12,NATUS VINCERE,ASTRALIS,14,16,2,1,t2
2231,2018-09-12,MOUSESPORTS,NIP,12,16,4,8,t2
2232,2018-09-12,MIBR,TYLOO,13,16,7,12,t2
2233,2018-09-12,FAZE,BIG,5,16,5,9,t2
2234,2018-09-12,G2,HELLRAISERS,22,20,20,14,t1
2235,2018-09-09,OPTIC,BIG,0,2,17,11,t2
2236,2018-09-08,BIG,GAMBIT,16,8,11,19,t1
2237,2018-09-08,HELLRAISERS,OPTIC,25,23,15,17,t1
2238,2018-09-08,TYLOO,RENEGADES,16,10,12,16,t1
2239,2018-09-07,NORTH,VIRTUS.PRO,16,6,4,20,t1
2240,2018-09-07,TYLOO,OPTIC,26,28,12,17,t2
2241,2018-09-07,GAMBIT,HELLRAISERS,14,16,19,15,t2
2242,2018-09-07,ASTRALIS,NIP,26,28,1,8,t2
2243,2018-09-06,OPTIC,VIRTUS.PRO,16,13,17,20,t1
2244,2018-09-06,RENEGADES,GAMBIT,10,16,16,19,t2
2245,2018-09-06,LIQUID,HELLRAISERS,16,9,3,15,t1
2246,2018-09-06,NIP,TYLOO,16,12,8,12,t1
2247,2018-09-05,LIQUID,OPTIC,16,4,3,17,t1
2248,2018-09-05,NORTH,HELLRAISERS,17,19,4,15,t2
2249,2018-09-05,BIG,RENEGADES,16,6,11,16,t1
2250,2018-09-05,GAMBIT,TYLOO,17,19,19,12,t2
2251,2018-09-05,VIRTUS.PRO,NIP,5,16,20,8,t2
2252,2018-09-04,ENCE,VIRTUS.PRO,2,0,18,20,t1
2253,2018-09-02,ASTRALIS,NORTH,1,2,1,10,t2
2254,2018-09-02,MOUSESPORTS,NORTH,1,2,5,10,t2
2255,2018-09-02,NIP,ASTRALIS,0,2,14,1,t2
2256,2018-09-01,NORTH,NATUS VINCERE,2,0,10,2,t1
2257,2018-09-01,FAZE,MOUSESPORTS,1,2,4,5,t2
2258,2018-09-01,MIBR,ASTRALIS,0,2,7,1,t2
2259,2018-08-31,HELLRAISERS,MOUSESPORTS,0,2,16,5,t2
2260,2018-08-31,TYLOO,ASTRALIS,1,2,12,1,t2
2261,2018-08-30,MOUSESPORTS,MIBR,0,2,5,7,t2
2262,2018-08-30,FAZE,OPTIC,2,0,4,20,t1
2263,2018-08-30,GAMBIT,HELLRAISERS,1,2,18,16,t2
2264,2018-08-30,ASTRALIS,NORTH,1,2,1,10,t2
2265,2018-08-29,NATUS VINCERE,NRG,2,1,2,9,t1
2266,2018-08-29,MIBR,HELLRAISERS,16,11,7,16,t1
2267,2018-08-29,FNATIC,OPTIC,6,16,8,20,t2
2268,2018-08-29,MOUSESPORTS,GAMBIT,16,7,5,18,t1
2269,2018-08-29,NRG,NIP,13,16,9,14,t2
2270,2018-08-29,NORTH,TYLOO,16,7,10,12,t1
2271,2018-08-25,ENCE,NORTH,1,2,13,10,t2
2272,2018-08-24,NORTH,GAMBIT,2,0,10,18,t1
2273,2018-08-23,NORTH,ENCE,1,2,10,13,t2
2274,2018-08-06,TYLOO,NRG,0,2,12,9,t2
2275,2018-08-05,NRG,GAMBIT,2,0,9,20,t1
2276,2018-08-01,NRG,HELLRAISERS,2,1,9,17,t1
2277,2018-07-29,ASTRALIS,LIQUID,2,0,1,4,t1
2278,2018-07-28,NATUS VINCERE,LIQUID,0,2,2,4,t2
2279,2018-07-28,ASTRALIS,MOUSESPORTS,2,0,1,5,t1
2280,2018-07-25,MOUSESPORTS,FNATIC,2,1,5,9,t1
2281,2018-07-25,LIQUID,MIBR,2,0,4,6,t1
2282,2018-07-24,FNATIC,FAZE,2,0,9,3,t1
2283,2018-07-24,CLOUD9,MIBR,0,2,18,6,t2
2284,2018-07-23,NATUS VINCERE,MOUSESPORTS,2,1,2,5,t1
2285,2018-07-23,ASTRALIS,LIQUID,2,0,1,4,t1
2286,2018-07-22,NATUS VINCERE,FNATIC,2,1,2,8,t1
2287,2018-07-22,OPTIC,NIP,0,2,20,12,t2
2288,2018-07-22,NIP,ENCE,2,0,12,17,t1
2289,2018-07-22,ENCE,OPTIC,1,2,17,20,t2
2290,2018-07-21,LIQUID,MIBR,2,0,4,6,t1
2291,2018-07-21,ASTRALIS,CLOUD9,2,0,1,14,t1
2292,2018-07-21,OPTIC,NIP,2,1,20,12,t1
2293,2018-07-20,TYLOO,RENEGADES,0,2,16,13,t2
2294,2018-07-19,OPTIC,ENCE,16,13,20,17,t1
2295,2018-07-18,TYLOO,RENEGADES,2,1,16,13,t1
2296,2018-07-07,ASTRALIS,NATUS VINCERE,1,2,1,3,t2
2297,2018-07-06,NATUS VINCERE,FNATIC,2,0,3,9,t1
2298,2018-07-05,FAZE,FNATIC,2,1,2,9,t1
2299,2018-07-05,NORTH,MIBR,1,2,8,6,t2
2300,2018-07-04,CLOUD9,NATUS VINCERE,0,2,10,3,t2
2301,2018-07-04,FAZE,MIBR,2,0,2,6,t1
2302,2018-07-04,LIQUID,NORTH,0,2,4,8,t2
2303,2018-07-03,GAMBIT,NATUS VINCERE,0,2,12,3,t2
2304,2018-07-03,ASTRALIS,CLOUD9,2,0,1,10,t1
2305,2018-07-03,FNATIC,NORTH,16,14,9,8,t1
2306,2018-07-03,RENEGADES,MIBR,13,16,14,6,t2
2307,2018-07-03,MOUSESPORTS,GAMBIT,16,8,5,12,t1
2308,2018-07-03,NIP,CLOUD9,3,16,11,10,t2
2309,2018-07-01,NIP,AGO,2,1,13,17,t1
2310,2018-06-28,SPACE SOLDIERS,AGO,2,1,18,17,t1
2311,2018-06-27,HELLRAISERS,AGO,2,0,16,17,t1
