id,match_date,team_1,team_2,t1_points,t2_points,t1_world_rank,t2_world_rank,winner
2714,2018-02-14,MOUSESPORTS,ASTRALIS,16,9,8,7,t1
2715,2018-02-14,FAZE,NATUS VINCERE,23,25,1,10,t2
2716,2018-02-14,HEROIC,SPACE SOLDIERS,5,16,12,15,t2
2717,2018-02-14,NATUS VINCERE,FAZE,16,6,10,1,t1
2718,2018-02-14,SPACE SOLDIERS,HEROIC,16,1,15,12,t1
2719,2018-02-13,SK,CLOUD9,7,16,2,3,t2
2720,2018-02-13,CLOUD9,SK,13,16,3,2,t2
2721,2018-02-13,ASTRALIS,FAZE,22,20,7,1,t1
2722,2018-02-13,FAZE,ASTRALIS,14,16,1,7,t2
2723,2018-02-13,HELLRAISERS,NATUS VINCERE,16,14,19,10,t1
2724,2018-02-13,MOUSESPORTS,FNATIC,16,11,8,5,t1
2725,2018-02-13,NATUS VINCERE,HELLRAISERS,16,6,10,19,t1
2726,2018-02-13,FNATIC,MOUSESPORTS,7,16,5,8,t2
2727,2018-02-13,FAZE,G2,16,13,1,4,t1
2728,2018-02-13,G2,FAZE,11,16,4,1,t2
2729,2018-02-11,CLOUD9,LIQUID,2,3,3,11,t2
2730,2018-02-11,SK,LIQUID,0,2,2,11,t2
2731,2018-02-10,LIQUID,HEROIC,2,0,11,20,t1
2732,2018-02-10,SK,CLOUD9,0,2,2,3,t2
2733,2018-02-10,NORTH,HEROIC,0,2,16,20,t2
2734,2018-02-10,NIP,HEROIC,1,2,8,20,t2
2735,2018-02-09,LIQUID,CLOUD9,0,2,11,3,t2
2736,2018-02-09,SK,NORTH,2,0,2,16,t1
2737,2018-02-09,CLOUD9,HEROIC,2,0,3,20,t1
2738,2018-02-08,NIP,LIQUID,1,2,8,11,t2
2739,2018-02-08,NORTH,VEGA SQUADRON,2,0,16,14,t1
2740,2018-02-05,SK,CLOUD9,2,1,1,3,t1
2741,2018-02-04,GAMBIT,MOUSESPORTS,2,1,11,7,t1
2742,2018-02-04,NATUS VINCERE,NORTH,1,2,9,12,t2
2743,2018-02-03,RENEGADES,LIQUID,0,2,19,14,t2
2744,2018-02-03,ENVY,NATUS VINCERE,0,2,20,9,t2
2745,2018-02-03,GAMBIT,NATUS VINCERE,2,1,11,9,t1
2746,2018-02-01,CLOUD9,SK,16,2,3,1,t1
2747,2018-01-28,FAZE,CLOUD9,1,2,2,5,t2
2748,2018-01-28,CLOUD9,SK,2,1,5,1,t1
2749,2018-01-27,FAZE,NATUS VINCERE,2,0,2,11,t1
2750,2018-01-27,SK,FNATIC,2,1,1,8,t1
2751,2018-01-26,G2,CLOUD9,0,2,4,5,t2
2752,2018-01-26,FAZE,MOUSESPORTS,2,0,2,7,t1
2753,2018-01-23,MOUSESPORTS,SPACE SOLDIERS,16,13,7,19,t1
2754,2018-01-22,VEGA SQUADRON,CLOUD9,4,16,20,6,t2
2755,2018-01-22,FNATIC,GAMBIT,16,2,8,12,t1
2756,2018-01-22,FNATIC,NATUS VINCERE,7,16,8,11,t2
2757,2018-01-22,GAMBIT,SK,10,16,12,1,t2
2758,2018-01-22,LIQUID,VEGA SQUADRON,12,16,15,20,t2
2759,2018-01-22,ASTRALIS,CLOUD9,6,16,3,6,t2
2760,2018-01-21,SPACE SOLDIERS,GAMBIT,13,16,19,12,t2
2761,2018-01-21,VIRTUS.PRO,CLOUD9,7,16,10,6,t2
2762,2018-01-21,SK,FAZE,12,16,1,2,t2
2763,2018-01-21,FNATIC,ASTRALIS,16,8,8,3,t1
2764,2018-01-21,LIQUID,NATUS VINCERE,9,16,15,11,t2
2765,2018-01-21,MOUSESPORTS,VEGA SQUADRON,16,3,7,20,t1
2766,2018-01-20,ASTRALIS,NORTH,16,14,3,9,t1
2767,2018-01-20,VIRTUS.PRO,FNATIC,6,16,10,8,t2
2768,2018-01-20,SK,MOUSESPORTS,16,12,1,7,t1
2769,2018-01-20,G2,LIQUID,16,8,5,15,t1
2770,2018-01-20,FAZE,VEGA SQUADRON,16,3,2,20,t1
2771,2018-01-20,SPACE SOLDIERS,CLOUD9,16,13,19,6,t1
2772,2018-01-19,SK,SPACE SOLDIERS,16,13,1,19,t1
2773,2018-01-19,GAMBIT,NATUS VINCERE,16,5,12,11,t1
2774,2018-01-19,CLOUD9,G2,8,16,6,5,t2
2775,2018-01-19,ASTRALIS,MOUSESPORTS,2,16,3,7,t2
2776,2018-01-19,FNATIC,FAZE,8,16,8,2,t2
2777,2018-01-19,NORTH,VEGA SQUADRON,10,16,9,20,t2
2778,2018-01-16,NATUS VINCERE,LIQUID,16,5,14,17,t1
2779,2018-01-15,MOUSESPORTS,RENEGADES,16,4,8,20,t1
2780,2018-01-15,FAZE,NATUS VINCERE,16,4,2,14,t1
2781,2018-01-14,MOUSESPORTS,CLOUD9,5,16,8,5,t2
2782,2018-01-14,RENEGADES,LIQUID,14,16,20,17,t2
2783,2018-01-13,MISFITS,G2,5,16,13,7,t2
2784,2018-01-13,ENVY,RENEGADES,6,16,15,20,t2
2785,2018-01-13,MOUSESPORTS,NATUS VINCERE,16,2,8,14,t1
2786,2018-01-12,CLOUD9,ENVY,16,11,5,15,t1
2787,2018-01-12,FAZE,LIQUID,16,14,2,17,t1
2788,2019-12-22,VITALITY,MOUSESPORTS,2,1,8,4,t1
2789,2019-12-22,MOUSESPORTS,EVIL GENIUSES,2,0,4,5,t1
2790,2019-12-21,G2,ENCE,2,1,11,12,t1
2791,2019-12-21,NATUS VINCERE,EVIL GENIUSES,0,2,10,5,t2
2792,2019-12-19,EVIL GENIUSES,FORZE,1,2,5,16,t2
2793,2019-12-19,FORZE,VIRTUS.PRO,2,1,16,15,t1
2794,2019-12-18,EVIL GENIUSES,MOUSESPORTS,0,2,5,4,t2
2795,2019-12-18,VIRTUS.PRO,MOUSESPORTS,1,2,15,4,t2
2796,2019-12-18,FORZE,EVIL GENIUSES,0,2,16,5,t2
2797,2019-12-17,VITALITY,NATUS VINCERE,2,1,8,10,t1
2798,2019-12-16,MOUSESPORTS,G2,2,1,5,14,t1
2799,2019-12-15,FURIA,MOUSESPORTS,5,16,13,5,t2
2800,2019-12-15,MOUSESPORTS,FURIA,16,9,5,13,t1
2801,2019-12-14,ASTRALIS,LIQUID,2,0,1,4,t1
2802,2019-12-14,NIP,LIQUID,0,2,10,4,t2
2803,2019-12-14,MIBR,FURIA,17,19,11,13,t2
2804,2019-12-14,FURIA,MIBR,16,9,13,11,t1
2805,2019-12-13,MIBR,MOUSESPORTS,16,7,11,5,t1
2806,2019-12-13,MOUSESPORTS,MIBR,16,7,5,11,t1
2807,2019-12-13,G2,MOUSESPORTS,16,3,14,5,t1
2808,2019-12-13,MOUSESPORTS,G2,2,16,5,14,t2
2809,2019-12-13,FAZE,LIQUID,1,2,7,4,t2
2810,2019-12-13,NIP,ASTRALIS,0,2,10,1,t2
2811,2019-12-13,MIBR,G2,3,16,11,14,t2
2812,2019-12-13,G2,MIBR,11,16,14,11,t2
2813,2019-12-12,LIQUID,ASTRALIS,0,2,4,1,t2
2814,2019-12-12,FAZE,NIP,0,2,7,10,t2
2815,2019-12-08,FNATIC,MOUSESPORTS,0,3,4,9,t2
2816,2019-12-07,ASTRALIS,MOUSESPORTS,1,2,1,9,t2
2817,2019-12-07,NATUS VINCERE,FNATIC,1,2,14,4,t2
2818,2019-12-06,EVIL GENIUSES,MOUSESPORTS,1,2,2,9,t2
2819,2019-12-06,FNATIC,LIQUID,2,0,4,3,t1
2820,2019-12-05,ASTRALIS,LIQUID,2,1,1,3,t1
2821,2019-12-05,NATUS VINCERE,EVIL GENIUSES,2,1,14,2,t1
2822,2019-12-05,100 THIEVES,FNATIC,0,2,5,4,t2
2823,2019-12-04,MIBR,FNATIC,1,2,12,4,t2
2824,2019-12-04,MOUSESPORTS,LIQUID,1,2,9,3,t2
2825,2019-12-04,FAZE,100 THIEVES,1,2,6,5,t2
2826,2019-12-04,ASTRALIS,G2,2,1,1,15,t1
2827,2019-12-03,FNATIC,HEROIC,2,1,4,17,t1
2828,2019-12-03,EVIL GENIUSES,100 THIEVES,2,0,2,5,t1
2829,2019-12-03,TYLOO,FAZE,1,2,20,6,t2
2830,2019-12-03,NATUS VINCERE,MIBR,2,0,14,12,t1
2831,2019-12-03,HEROIC,100 THIEVES,8,16,17,5,t2
2832,2019-12-03,FNATIC,EVIL GENIUSES,3,16,4,2,t2
2833,2019-12-03,FAZE,MIBR,12,16,6,12,t2
2834,2019-12-03,NATUS VINCERE,TYLOO,16,6,14,20,t1
2835,2019-12-01,ASTRALIS,LIQUID,2,1,1,4,t1
2836,2019-11-30,LIQUID,FNATIC,2,1,4,3,t1
2837,2019-11-30,ASTRALIS,EVIL GENIUSES,2,1,1,2,t1
2838,2019-11-30,FURIA,FORZE,1,2,13,18,t2
2839,2019-11-30,HEROIC,CR4ZY,1,2,16,17,t2
2840,2019-11-30,FNATIC,MIBR,2,0,3,14,t1
2841,2019-11-29,EVIL GENIUSES,NIP,2,1,2,9,t1
2842,2019-11-29,AVANGAR,NIP,0,2,11,9,t2
2843,2019-11-29,ASTRALIS,FNATIC,2,0,1,3,t1
2844,2019-11-28,EVIL GENIUSES,LIQUID,0,2,2,4,t2
2845,2019-11-28,FNATIC,MIBR,16,9,3,14,t1
2846,2019-11-28,LIQUID,NIP,16,4,4,9,t1
2847,2019-11-28,EVIL GENIUSES,AVANGAR,16,10,2,11,t1
2848,2019-11-24,ENCE,MOUSESPORTS,0,2,14,12,t2
2849,2019-11-24,ENCE,MIBR,2,1,14,15,t1
2850,2019-11-23,EVIL GENIUSES,MOUSESPORTS,0,2,2,12,t2
2851,2019-11-23,MIBR,AVANGAR,2,1,15,9,t1
2852,2019-11-21,ENCE,MOUSESPORTS,2,1,14,12,t1
2853,2019-11-21,G2,EVIL GENIUSES,1,2,13,2,t2
2854,2019-11-20,EVIL GENIUSES,MIBR,0,2,2,15,t2
2855,2019-11-19,FURIA,100 THIEVES,0,2,11,5,t2
2856,2019-11-18,FNATIC,FAZE,1,2,3,7,t2
2857,2019-11-17,FNATIC,VITALITY,2,1,3,5,t1
2858,2019-11-16,FAZE,VITALITY,2,0,7,5,t1
2859,2019-11-13,G2,NIP,1,2,14,8,t2
2860,2019-11-11,FORZE,CR4ZY,2,0,17,19,t1
2861,2019-11-11,AVANGAR,CR4ZY,1,2,6,18,t2
2862,2019-11-10,100 THIEVES,ASTRALIS,0,3,8,2,t2
2863,2019-11-09,ASTRALIS,FAZE,2,0,2,9,t1
2864,2019-11-09,VITALITY,100 THIEVES,1,2,5,8,t2
2865,2019-11-08,EVIL GENIUSES,FAZE,1,2,1,9,t2
2866,2019-11-08,100 THIEVES,ENCE,2,0,8,14,t1
2867,2019-11-08,FAZE,VITALITY,1,2,9,5,t2
2868,2019-11-07,FORZE,CR4ZY,12,16,16,18,t2
2869,2019-11-07,FORZE,AVANGAR,16,7,16,6,t1
2870,2019-11-07,ASTRALIS,100 THIEVES,2,0,2,8,t1
2871,2019-11-07,FAZE,EVIL GENIUSES,2,0,9,1,t1
2872,2019-11-07,100 THIEVES,ENCE,2,0,8,14,t1
2873,2019-11-06,AVANGAR,TRICKED,13,16,6,20,t2
2874,2019-11-06,AVANGAR,CR4ZY,28,25,6,18,t1
2875,2019-11-02,NATUS VINCERE,NIP,16,10,10,12,t1
2876,2019-11-02,NATUS VINCERE,ASTRALIS,15,15,10,2,draw
2877,2019-11-02,LIQUID,NIP,11,16,4,12,t2
2878,2019-11-02,LIQUID,ASTRALIS,10,16,4,2,t2
2879,2019-11-01,ASTRALIS,NIP,7,16,2,12,t2
2880,2019-11-01,NATUS VINCERE,LIQUID,16,14,10,4,t1
2881,2019-10-31,MOUSESPORTS,HEROIC,0,2,9,17,t2
2882,2019-10-31,NORTH,HEROIC,0,2,20,17,t2
2883,2019-10-30,FNATIC,TRICKED,2,0,3,19,t1
2884,2019-10-30,NORTH,TRICKED,2,0,20,19,t1
2885,2019-10-30,MOUSESPORTS,CR4ZY,2,0,9,16,t1
2886,2019-10-28,TRICKED,NORTH,2,1,19,20,t1
2887,2019-10-27,EVIL GENIUSES,FNATIC,2,0,3,4,t1
2888,2019-10-27,FNATIC,FURIA,2,1,4,12,t1
2889,2019-10-26,FURIA,RENEGADES,2,0,12,8,t1
2890,2019-10-26,FNATIC,EVIL GENIUSES,1,2,4,3,t2
2891,2019-10-26,MIBR,RENEGADES,1,2,14,8,t2
2892,2019-10-26,FURIA,G2,2,0,12,13,t1
2893,2019-10-25,RENEGADES,EVIL GENIUSES,0,2,8,3,t2
2894,2019-10-25,G2,FNATIC,1,2,13,4,t2
2895,2019-10-25,MIBR,NIP,2,1,14,11,t1
2896,2019-10-25,FURIA,VITALITY,2,0,12,5,t1
2897,2019-10-24,FORZE,TRICKED,16,14,15,19,t1
2898,2019-10-24,EVIL GENIUSES,NIP,2,0,3,11,t1
2899,2019-10-24,VITALITY,FNATIC,0,2,5,4,t2
2900,2019-10-24,NIP,G2,0,2,11,13,t2
2901,2019-10-24,FURIA,EVIL GENIUSES,0,2,12,3,t2
2902,2019-10-24,MIBR,FNATIC,0,2,14,4,t2
2903,2019-10-24,VITALITY,RENEGADES,0,2,5,8,t2
2904,2019-10-23,EVIL GENIUSES,HEROIC,2,1,3,18,t1
2905,2019-10-23,AVANGAR,FURIA,1,2,6,12,t2
2906,2019-10-23,FNATIC,MOUSESPORTS,2,0,4,7,t1
2907,2019-10-23,NORTH,MIBR,0,2,20,14,t2
2908,2019-10-23,HEROIC,NATUS VINCERE,2,0,18,9,t1
2909,2019-10-22,AVANGAR,G2,0,2,6,13,t2
2910,2019-10-22,EVIL GENIUSES,NIP,1,2,3,11,t2
2911,2019-10-22,NATUS VINCERE,G2,1,2,9,13,t2
2912,2019-10-22,AVANGAR,HEROIC,2,0,6,18,t1
2913,2019-10-22,NIP,FURIA,2,0,11,12,t1
2914,2019-10-21,FNATIC,RENEGADES,0,2,4,8,t2
2915,2019-10-21,VITALITY,NORTH,2,1,5,18,t1
2916,2019-10-21,RENEGADES,MIBR,2,1,10,13,t1
2917,2019-10-21,MOUSESPORTS,NORTH,1,2,7,18,t2
2918,2019-10-20,AVANGAR,CR4ZY,1,2,6,20,t2
2919,2019-10-19,G2,NATUS VINCERE,1,2,14,9,t2
2920,2019-10-16,LIQUID,RENEGADES,2,0,2,10,t1
2921,2019-10-16,ASTRALIS,FNATIC,2,0,1,4,t1
2922,2019-10-16,CR4ZY,TRICKED,4,16,20,17,t2
2923,2019-10-15,ASTRALIS,NORTH,2,0,1,18,t1
2924,2019-10-14,FNATIC,NORTH,2,0,4,18,t1
2925,2019-10-13,VITALITY,NIP,0,2,6,13,t2
2926,2019-10-11,MIBR,FURIA,1,2,14,12,t2
2927,2019-10-05,NATUS VINCERE,VITALITY,1,2,10,5,t2
2928,2019-10-04,VITALITY,MOUSESPORTS,2,1,5,8,t1
2929,2019-10-03,NATUS VINCERE,NIP,2,0,10,17,t1
2930,2019-10-03,ASTRALIS,VITALITY,2,0,2,5,t1
2931,2019-10-03,MOUSESPORTS,OPTIC,2,0,8,19,t1
2932,2019-10-02,FURIA,ENCE,2,0,13,6,t1
2933,2019-10-02,NATUS VINCERE,OPTIC,2,0,10,19,t1
2934,2019-10-02,NORTH,LIQUID,1,2,12,1,t2
2935,2019-10-02,EVIL GENIUSES,MOUSESPORTS,0,2,3,8,t2
2936,2019-10-01,ENCE,VITALITY,1,2,6,5,t2
2937,2019-10-01,TRICKED,VIRTUS.PRO,0,2,18,20,t2
2938,2019-10-01,ASTRALIS,G2,2,0,2,7,t1
2939,2019-10-01,MOUSESPORTS,NIP,9,16,8,17,t2
2940,2019-10-01,LIQUID,OPTIC,9,16,1,19,t2
2941,2019-10-01,NATUS VINCERE,NORTH,16,8,10,12,t1
2942,2019-10-01,G2,FURIA,16,14,7,13,t1
2943,2019-09-29,ASTRALIS,EVIL GENIUSES,1,3,2,4,t2
2944,2019-09-28,EVIL GENIUSES,G2,2,0,4,13,t1
2945,2019-09-28,LIQUID,ASTRALIS,1,2,1,2,t2
2946,2019-09-27,ENCE,G2,1,2,6,13,t2
2947,2019-09-27,ASTRALIS,EVIL GENIUSES,0,2,2,4,t2
2948,2019-09-26,LIQUID,G2,2,1,1,13,t1
2949,2019-09-26,FAZE,EVIL GENIUSES,0,2,15,4,t2
2950,2019-09-21,HEROIC,FORZE,2,0,19,12,t1
2951,2019-09-20,FORZE,MOUSESPORTS,0,2,12,7,t2
2952,2019-09-20,MOUSESPORTS,HEROIC,2,0,7,19,t1
2953,2019-09-20,G2,FORZE,1,2,9,12,t2
2954,2019-09-19,AVANGAR,FORZE,2,1,4,12,t1
2955,2019-09-19,MIBR,NIP,2,0,16,15,t1
2956,2019-09-16,MOUSESPORTS,CR4ZY,3,0,7,17,t1
2957,2019-09-16,MOUSESPORTS,FORZE,2,0,8,20,t1
2958,2019-09-14,FURIA,CR4ZY,2,0,14,12,t1
2959,2019-09-14,FORZE,AVANGAR,1,2,20,6,t2
2960,2019-09-14,NATUS VINCERE,NIP,9,16,7,16,t2
2961,2019-09-14,FORZE,MIBR,9,16,20,15,t2
2962,2019-09-14,MIBR,AVANGAR,9,16,15,6,t2
2963,2019-09-14,NATUS VINCERE,FORZE,7,16,7,20,t2
2964,2019-09-14,NATUS VINCERE,AVANGAR,12,16,7,6,t2
2965,2019-09-14,FORZE,NIP,15,15,20,16,draw
2966,2019-09-13,FORZE,AVANGAR,16,14,20,6,t1
2967,2019-09-13,NIP,MIBR,15,15,16,15,draw
2968,2019-09-13,NIP,AVANGAR,16,12,16,6,t1
2969,2019-09-13,NATUS VINCERE,MIBR,12,16,7,15,t2
2970,2019-09-12,MOUSESPORTS,CR4ZY,2,1,8,12,t1
2971,2019-09-08,AVANGAR,ASTRALIS,0,2,15,4,t2
2972,2019-09-07,NRG,ASTRALIS,0,2,5,4,t2
2973,2019-09-07,RENEGADES,AVANGAR,0,2,16,15,t2
2974,2019-09-06,ASTRALIS,LIQUID,2,0,4,1,t1
2975,2019-09-06,NRG,NATUS VINCERE,2,0,5,6,t1
2976,2019-09-05,VITALITY,AVANGAR,1,2,2,15,t2
2977,2019-09-05,ENCE,RENEGADES,0,2,3,16,t2
2978,2019-09-01,NATUS VINCERE,CR4ZY,2,1,6,15,t1
2979,2019-09-01,LIQUID,MOUSESPORTS,2,0,1,9,t1
2980,2019-09-01,RENEGADES,G2,2,1,17,8,t1
2981,2019-08-31,ASTRALIS,CR4ZY,2,1,3,15,t1
2982,2019-08-31,LIQUID,NORTH,2,0,1,11,t1
2983,2019-08-31,VITALITY,MOUSESPORTS,2,0,2,9,t1
2984,2019-08-31,G2,AVANGAR,1,2,8,20,t2
2985,2019-08-31,MIBR,NATUS VINCERE,0,2,13,6,t2
2986,2019-08-30,ASTRALIS,NRG,0,2,3,5,t2
2987,2019-08-30,NIP,NORTH,0,2,12,11,t2
2988,2019-08-30,ENCE,VITALITY,2,0,4,2,t1
2989,2019-08-30,FAZE,CR4ZY,9,16,7,15,t2
2990,2019-08-30,MIBR,G2,4,16,13,8,t2
2991,2019-08-30,LIQUID,AVANGAR,18,22,1,20,t2
2992,2019-08-30,NATUS VINCERE,MOUSESPORTS,17,19,6,9,t2
2993,2019-08-29,ASTRALIS,G2,16,7,3,8,t1
2994,2019-08-29,ENCE,MIBR,16,8,4,13,t1
2995,2019-08-29,FAZE,VITALITY,7,16,7,2,t2
2996,2019-08-29,LIQUID,NRG,9,16,1,5,t2
2997,2019-08-29,NORTH,MOUSESPORTS,13,16,11,9,t2
2998,2019-08-29,NIP,CR4ZY,10,16,12,15,t2
2999,2019-08-29,NATUS VINCERE,DREAMEATERS,16,7,6,19,t1
3000,2019-08-28,MIBR,NIP,16,12,13,12,t1
3001,2019-08-28,NATUS VINCERE,G2,17,19,6,8,t2
3002,2019-08-28,FAZE,MOUSESPORTS,16,8,7,9,t1
3003,2019-08-28,VITALITY,NORTH,16,9,2,11,t1
3004,2019-08-28,LIQUID,CR4ZY,16,9,1,15,t1
3005,2019-08-28,NRG,RENEGADES,16,14,5,17,t1
3006,2019-08-28,ASTRALIS,DREAMEATERS,16,9,3,19,t1
3007,2019-08-28,ENCE,AVANGAR,16,5,4,20,t1
3008,2019-08-26,VITALITY,GRAYHOUND,2,1,2,22,t1
3009,2019-08-24,NORTH,CR4ZY,2,1,13,16,t1
3010,2019-08-24,G2,MOUSESPORTS,1,2,8,10,t2
3011,2019-08-23,FURIA,CR4ZY,11,16,9,16,t2
3012,2019-07-21,ENCE,LIQUID,0,3,4,1,t2
3013,2019-07-21,CR4ZY,NORTH,2,0,18,10,t1
3014,2019-07-20,LIQUID,VITALITY,2,0,1,2,t1
3015,2019-07-20,ENCE,MIBR,2,1,4,15,t1
3016,2019-07-20,NORTH,MOUSESPORTS,0,2,10,11,t2
3017,2019-07-20,CR4ZY,FNATIC,2,0,18,13,t1
3018,2019-07-19,VITALITY,HEROIC,2,1,2,14,t1
3019,2019-07-19,G2,MIBR,1,2,9,15,t2
3020,2019-07-19,FNATIC,MOUSESPORTS,0,2,13,11,t2
3021,2019-07-19,HEROIC,ENCE,0,2,14,4,t2
3022,2019-07-19,VITALITY,RENEGADES,2,0,2,16,t1
3023,2019-07-19,CR4ZY,NORTH,0,2,18,10,t2
3024,2019-07-19,NRG,FURIA,2,0,5,7,t1
3025,2019-07-18,LIQUID,G2,2,1,1,9,t1
3026,2019-07-18,RENEGADES,ENCE,0,2,16,4,t2
3027,2019-07-18,VITALITY,HEROIC,0,2,2,14,t2
3028,2019-07-17,NORTH,FNATIC,0,2,10,13,t2
3029,2019-07-15,LIQUID,FAZE,2,0,1,6,t1
3030,2019-07-14,FAZE,NRG,2,0,6,5,t1
3031,2019-07-14,VITALITY,FURIA,0,2,2,8,t2
3032,2019-07-14,LIQUID,RENEGADES,16,11,1,16,t1
3033,2019-07-13,FAZE,LIQUID,4,16,6,1,t2
3034,2019-07-13,NRG,RENEGADES,16,8,5,16,t1
3035,2019-07-13,LIQUID,NRG,16,9,1,5,t1
3036,2019-07-13,FAZE,RENEGADES,16,14,6,16,t1
3037,2019-07-13,FAZE,NRG,16,9,6,5,t1
3038,2019-07-12,VITALITY,SPROUT,2,0,2,19,t1
3039,2019-07-09,CR4ZY,G2,1,2,18,9,t2
3040,2019-07-09,SPROUT,CR4ZY,0,2,19,18,t2
3041,2019-07-09,MOUSESPORTS,CR4ZY,1,2,10,18,t2
3042,2019-07-07,VITALITY,LIQUID,1,3,3,1,t2
3043,2019-07-06,LIQUID,NATUS VINCERE,2,0,1,13,t1
3044,2019-07-06,ASTRALIS,VITALITY,1,2,4,3,t2
3045,2019-07-05,NATUS VINCERE,NIP,2,0,13,14,t1
3046,2019-07-05,NRG,VITALITY,0,2,6,3,t2
3047,2019-07-04,HEROIC,VITALITY,0,2,16,3,t2
3048,2019-07-04,ASTRALIS,NIP,2,0,4,14,t1
3049,2019-07-04,MOUSESPORTS,NATUS VINCERE,1,2,10,13,t2
3050,2019-07-04,LIQUID,NRG,2,0,1,6,t1
3051,2019-07-04,VITALITY,FNATIC,2,0,3,11,t1
3052,2019-07-03,FURIA,NATUS VINCERE,0,2,7,13,t2
3053,2019-07-03,HEROIC,NIP,0,2,16,14,t2
3054,2019-07-03,MOUSESPORTS,FAZE,2,0,10,5,t1
3055,2019-07-03,ASTRALIS,FNATIC,2,0,4,11,t1
3056,2019-07-03,ENCE,VITALITY,1,2,2,3,t2
3057,2019-07-02,NRG,FAZE,2,0,6,5,t1
3058,2019-07-02,NATUS VINCERE,LIQUID,1,2,13,1,t2
3059,2019-07-02,FURIA,RENEGADES,2,0,7,15,t1
3060,2019-07-02,VITALITY,NIP,10,16,3,14,t2
3061,2019-07-02,HEROIC,ENCE,16,10,16,2,t1
3062,2019-07-02,MIBR,FNATIC,11,16,12,11,t2
3063,2019-07-02,FAZE,RENEGADES,16,14,5,15,t1
3064,2019-07-02,FURIA,NRG,7,16,7,6,t2
3065,2019-07-02,NATUS VINCERE,MOUSESPORTS,16,14,13,10,t1
3066,2019-06-29,HEROIC,WINDIGO,2,0,17,19,t1
3067,2019-06-25,OPTIC,HEROIC,1,2,18,17,t2
3068,2019-06-25,HEROIC,AVANGAR,16,12,17,20,t1
3069,2019-06-23,G2,LIQUID,1,3,15,1,t2
3070,2019-06-22,MOUSESPORTS,LIQUID,0,2,14,1,t2
3071,2019-06-22,NRG,G2,1,2,9,15,t2
3072,2019-06-21,ASTRALIS,LIQUID,1,2,2,1,t2
3073,2019-06-21,G2,FAZE,2,0,15,6,t1
3074,2019-06-20,FAZE,MOUSESPORTS,0,2,6,14,t2
3075,2019-06-20,MIBR,LIQUID,0,2,10,1,t2
3076,2019-06-20,NRG,ASTRALIS,2,1,9,2,t1
3077,2019-06-20,MIBR,NORTH,2,1,10,8,t1
3078,2019-06-19,NORTH,FAZE,1,2,8,6,t2
3079,2019-06-18,NRG,G2,2,1,9,15,t1
3080,2019-06-18,GRAYHOUND,FNATIC,0,2,19,7,t2
3081,2019-06-18,MOUSESPORTS,MIBR,16,8,14,10,t1
3082,2019-06-18,NORTH,LIQUID,16,13,8,1,t1
3083,2019-06-18,G2,GRAYHOUND,16,13,15,19,t1
3084,2019-06-18,FNATIC,NRG,12,16,7,9,t2
3085,2019-06-17,G2,LIQUID,0,2,15,1,t2
3086,2019-06-13,CR4ZY,VITALITY,16,14,17,4,t1
3087,2019-06-09,FURIA,VITALITY,0,2,11,4,t2
3088,2019-06-08,NRG,VITALITY,0,2,10,4,t2
3089,2019-06-08,NORTH,FURIA,0,2,15,11,t2
3090,2019-06-07,FURIA,ASTRALIS,2,1,11,2,t1
3091,2019-06-07,ASTRALIS,NIP,2,0,2,9,t1
3092,2019-06-06,VITALITY,NORTH,1,2,4,15,t2
3093,2019-06-06,FURIA,NRG,0,2,11,10,t2
3094,2019-06-06,MIBR,NORTH,23,25,8,15,t2
3095,2019-06-06,NIP,NRG,11,16,9,10,t2
3096,2019-06-06,ASTRALIS,FURIA,14,16,2,11,t2
3097,2019-06-02,LIQUID,ENCE,2,1,2,3,t1
3098,2019-06-01,ENCE,FAZE,2,0,3,9,t1
3099,2019-06-01,LIQUID,FURIA,2,0,2,19,t1
3100,2019-05-31,FAZE,G2,2,0,9,15,t1
3101,2019-05-31,VITALITY,FURIA,0,2,5,19,t2
3102,2019-05-31,ENCE,FURIA,2,1,3,19,t1
3103,2019-05-31,RENEGADES,G2,1,2,11,15,t2
3104,2019-05-30,LIQUID,FAZE,2,1,2,9,t1
3105,2019-05-30,VITALITY,NORTH,2,0,5,13,t1
3106,2019-05-30,NRG,G2,1,2,10,15,t2
3107,2019-05-30,RENEGADES,FNATIC,2,1,11,7,t1
3108,2019-05-29,FURIA,FNATIC,2,0,19,7,t1
3109,2019-05-29,ENCE,G2,2,1,3,15,t1
3110,2019-05-28,LIQUID,NORTH,2,0,2,13,t1
3111,2019-05-28,NRG,FURIA,7,16,10,19,t2
3112,2019-05-28,RENEGADES,G2,17,19,11,15,t2
3113,2019-05-28,VITALITY,NORTH,14,16,5,13,t2
3114,2019-05-26,VITALITY,LIQUID,2,0,11,2,t1
3115,2019-05-26,LIQUID,NRG,2,0,2,9,t1
3116,2019-05-26,VITALITY,ENCE,2,1,11,3,t1
3117,2019-05-26,LIQUID,NRG,16,13,2,9,t1
3118,2019-05-25,NRG,LIQUID,16,12,9,2,t1
3119,2019-05-25,RENEGADES,LIQUID,11,16,10,2,t2
3120,2019-05-25,LIQUID,RENEGADES,16,8,2,10,t1
3121,2019-05-25,RENEGADES,VITALITY,16,13,10,11,t1
3122,2019-05-25,VITALITY,RENEGADES,16,14,11,10,t1
3123,2019-05-25,VITALITY,ENCE,9,16,11,3,t2
